;time;customer;location
5605;08:56:00;Tara Bradshaw;drinks
5606;08:56:00;Elizabeth Snyder;fruit
5607;08:56:00;Rose Keller;drinks
5608;08:56:00;Angela Castro;fruit
5609;08:56:00;Stacy Reynolds;drinks
5610;08:56:00;Gregory Armstrong;fruit
5611;08:56:00;Emma Jackson;fruit
5612;08:56:00;Gail Daniels;dairy
5613;08:56:00;Rebecca Morgan;dairy
5614;08:56:00;Brandon Miles;drinks
5615;08:56:00;Shawn Stephens;spices
5616;08:56:00;Zachary Wilson;dairy
5617;08:56:00;Nicole Rocha;drinks
5618;08:56:00;Keith Garner;drinks
5619;08:56:00;Mark Pearson;spices
5620;08:56:00;Denise Jackson;dairy
5621;08:56:00;Erin James;checkout and leave
5622;08:56:00;Mr. Daniel Cruz Jr.;dairy
5623;08:56:00;Carrie Murphy;spices
5624;08:56:00;Selena Reese;drinks
5625;08:56:00;Edward Ibarra;checkout and leave
5626;08:56:00;Shannon Keller MD;spices
5627;08:56:00;Carly Mendoza;dairy
5628;08:56:00;Tiffany Atkinson;spices
5629;08:56:00;Jermaine Murphy;drinks
5630;08:56:00;Jamie Robinson;fruit
5631;08:56:00;Theresa Johnson;drinks
5632;08:56:00;Donald Williams;dairy
5633;08:56:00;Omar Berg;spices
5634;08:56:00;Sarah Mason;drinks
5635;08:56:00;John Smith;spices
5636;08:56:00;Amanda Lloyd;spices
5637;08:56:00;Julie Rasmussen;drinks
5638;08:56:00;Jimmy Turner;dairy
5639;08:56:00;Julie Ramirez;fruit
5640;08:56:00;Olivia Blevins;fruit
5641;08:56:00;Michael Thompson;dairy
5642;08:56:00;David Torres;entrance
5643;08:56:00;Brian Mack;entrance
5644;08:56:00;Sarah Phelps;entrance
5645;08:56:00;Victoria Wilson;entrance
5646;08:56:00;Rebecca Shepard;entrance
5647;08:56:00;Amy Woods;entrance
5648;08:57:00;Maria Nichols;fruit
5649;08:57:00;Eric Ortiz;fruit
5650;08:57:00;Jonathan Jennings;drinks
5651;08:57:00;Adam King;spices
5652;08:57:00;Laura Daniels;dairy
5653;08:57:00;Robert Ferguson;fruit
5654;08:57:00;Audrey James;fruit
5655;08:57:00;Jacqueline Clark;dairy
5656;08:57:00;Patricia Hanson;drinks
5657;08:57:00;Andrew Carter;dairy
5658;08:57:00;Angela Stevens;dairy
5659;08:57:00;John Yates;dairy
5660;08:57:00;Emily Mitchell;checkout and leave
5661;08:57:00;Joshua Ford;fruit
5662;08:57:00;Maria Cook;fruit
5663;08:57:00;Laura Rosario;drinks
5664;08:57:00;Christopher Stokes;drinks
5665;08:57:00;Billy Turner;drinks
5666;08:57:00;Heather Ortega;fruit
5667;08:57:00;Jeffrey Smith;spices
5668;08:57:00;Kyle Carson;drinks
5669;08:57:00;Joshua Mathis;checkout and leave
5670;08:57:00;Cynthia Cox;drinks
5671;08:57:00;Peter Baker;drinks
5672;08:57:00;Tara Bradshaw;dairy
5673;08:57:00;Elizabeth Snyder;checkout and leave
5674;08:57:00;Rose Keller;checkout and leave
5675;08:57:00;Angela Castro;spices
5676;08:57:00;Stacy Reynolds;checkout and leave
5677;08:57:00;Gregory Armstrong;dairy
5678;08:57:00;Emma Jackson;dairy
5679;08:57:00;Gail Daniels;fruit
5680;08:57:00;Rebecca Morgan;dairy
5681;08:57:00;Brandon Miles;dairy
5682;08:57:00;Shawn Stephens;drinks
5683;08:57:00;Zachary Wilson;spices
5684;08:57:00;Nicole Rocha;dairy
5685;08:57:00;Keith Garner;fruit
5686;08:57:00;Mark Pearson;fruit
5687;08:57:00;Denise Jackson;checkout and leave
5688;08:57:00;Mr. Daniel Cruz Jr.;fruit
5689;08:57:00;Carrie Murphy;dairy
5690;08:57:00;Selena Reese;checkout and leave
5691;08:57:00;Shannon Keller MD;dairy
5692;08:57:00;Carly Mendoza;spices
5693;08:57:00;Tiffany Atkinson;checkout and leave
5694;08:57:00;Jermaine Murphy;checkout and leave
5695;08:57:00;Jamie Robinson;fruit
5696;08:57:00;Theresa Johnson;fruit
5697;08:57:00;Donald Williams;dairy
5698;08:57:00;Omar Berg;checkout and leave
5699;08:57:00;Sarah Mason;drinks
5700;08:57:00;John Smith;fruit
5701;08:57:00;Amanda Lloyd;drinks
5702;08:57:00;Julie Rasmussen;checkout and leave
5703;08:57:00;Jimmy Turner;drinks
5704;08:57:00;Julie Ramirez;drinks
5705;08:57:00;Olivia Blevins;drinks
5706;08:57:00;Michael Thompson;fruit
5707;08:57:00;David Torres;drinks
5708;08:57:00;Brian Mack;fruit
5709;08:57:00;Sarah Phelps;drinks
5710;08:57:00;Victoria Wilson;dairy
5711;08:57:00;Rebecca Shepard;fruit
5712;08:57:00;Amy Woods;spices
5713;08:57:00;Deborah Dalton;entrance
5714;08:57:00;David Kirby;entrance
5715;08:57:00;Shelby Potts MD;entrance
5716;08:58:00;Maria Nichols;fruit
5717;08:58:00;Eric Ortiz;drinks
5718;08:58:00;Jonathan Jennings;drinks
5719;08:58:00;Adam King;drinks
5720;08:58:00;Laura Daniels;checkout and leave
5721;08:58:00;Robert Ferguson;dairy
5722;08:58:00;Audrey James;fruit
5723;08:58:00;Jacqueline Clark;drinks
5724;08:58:00;Patricia Hanson;dairy
5725;08:58:00;Andrew Carter;fruit
5726;08:58:00;Angela Stevens;spices
5727;08:58:00;John Yates;checkout and leave
5728;08:58:00;Joshua Ford;dairy
5729;08:58:00;Maria Cook;dairy
5730;08:58:00;Laura Rosario;drinks
5731;08:58:00;Christopher Stokes;spices
5732;08:58:00;Billy Turner;drinks
5733;08:58:00;Heather Ortega;dairy
5734;08:58:00;Jeffrey Smith;dairy
5735;08:58:00;Kyle Carson;dairy
5736;08:58:00;Cynthia Cox;dairy
5737;08:58:00;Peter Baker;dairy
5738;08:58:00;Tara Bradshaw;fruit
5739;08:58:00;Rose Keller;checkout and leave
5740;08:58:00;Angela Castro;fruit
5741;08:58:00;Gregory Armstrong;dairy
5742;08:58:00;Emma Jackson;drinks
5743;08:58:00;Gail Daniels;dairy
5744;08:58:00;Rebecca Morgan;fruit
5745;08:58:00;Brandon Miles;dairy
5746;08:58:00;Shawn Stephens;checkout and leave
5747;08:58:00;Zachary Wilson;fruit
5748;08:58:00;Nicole Rocha;fruit
5749;08:58:00;Keith Garner;drinks
5750;08:58:00;Mark Pearson;checkout and leave
5751;08:58:00;Mr. Daniel Cruz Jr.;fruit
5752;08:58:00;Carrie Murphy;checkout and leave
5753;08:58:00;Shannon Keller MD;fruit
5754;08:58:00;Carly Mendoza;checkout and leave
5755;08:58:00;Jermaine Murphy;checkout and leave
5756;08:58:00;Jamie Robinson;dairy
5757;08:58:00;Theresa Johnson;checkout and leave
5758;08:58:00;Donald Williams;checkout and leave
5759;08:58:00;Sarah Mason;drinks
5760;08:58:00;John Smith;dairy
5761;08:58:00;Amanda Lloyd;fruit
5762;08:58:00;Jimmy Turner;fruit
5763;08:58:00;Julie Ramirez;fruit
5764;08:58:00;Olivia Blevins;drinks
5765;08:58:00;Michael Thompson;dairy
5766;08:58:00;David Torres;drinks
5767;08:58:00;Brian Mack;dairy
5768;08:58:00;Sarah Phelps;fruit
5769;08:58:00;Victoria Wilson;dairy
5770;08:58:00;Rebecca Shepard;checkout and leave
5771;08:58:00;Amy Woods;dairy
5772;08:58:00;Deborah Dalton;dairy
5773;08:58:00;David Kirby;fruit
5774;08:58:00;Shelby Potts MD;fruit
5775;08:58:00;Kimberly Kelly;entrance
5776;08:58:00;William Cuevas;entrance
5777;08:58:00;Ross Cooper;entrance
5778;08:58:00;Bruce Carpenter;entrance
5779;08:58:00;Robert Thornton;entrance
5780;08:58:00;Michael Bond;entrance
5781;08:58:00;Adrian Edwards;entrance
5782;08:58:00;Margaret Franco;entrance
5783;08:58:00;Austin Wilkerson;entrance
5784;08:59:00;Maria Nichols;fruit
5785;08:59:00;Eric Ortiz;drinks
5786;08:59:00;Jonathan Jennings;drinks
5787;08:59:00;Adam King;drinks
5788;08:59:00;Robert Ferguson;fruit
5789;08:59:00;Audrey James;dairy
5790;08:59:00;Jacqueline Clark;fruit
5791;08:59:00;Patricia Hanson;dairy
5792;08:59:00;Andrew Carter;dairy
5793;08:59:00;Angela Stevens;spices
5794;08:59:00;Joshua Ford;drinks
5795;08:59:00;Maria Cook;drinks
5796;08:59:00;Laura Rosario;drinks
5797;08:59:00;Christopher Stokes;dairy
5798;08:59:00;Billy Turner;drinks
5799;08:59:00;Heather Ortega;drinks
5800;08:59:00;Jeffrey Smith;fruit
5801;08:59:00;Kyle Carson;drinks
5802;08:59:00;Cynthia Cox;fruit
5803;08:59:00;Peter Baker;checkout and leave
5804;08:59:00;Tara Bradshaw;spices
5805;08:59:00;Angela Castro;dairy
5806;08:59:00;Gregory Armstrong;dairy
5807;08:59:00;Emma Jackson;dairy
5808;08:59:00;Gail Daniels;checkout and leave
5809;08:59:00;Rebecca Morgan;dairy
5810;08:59:00;Brandon Miles;checkout and leave
5811;08:59:00;Zachary Wilson;dairy
5812;08:59:00;Nicole Rocha;fruit
5813;08:59:00;Keith Garner;drinks
5814;08:59:00;Mr. Daniel Cruz Jr.;dairy
5815;08:59:00;Shannon Keller MD;dairy
5816;08:59:00;Jermaine Murphy;checkout and leave
5817;08:59:00;Jamie Robinson;spices
5818;08:59:00;Donald Williams;checkout and leave
5819;08:59:00;Sarah Mason;fruit
5820;08:59:00;John Smith;fruit
5821;08:59:00;Amanda Lloyd;dairy
5822;08:59:00;Jimmy Turner;dairy
5823;08:59:00;Julie Ramirez;dairy
5824;08:59:00;Olivia Blevins;drinks
5825;08:59:00;Michael Thompson;fruit
5826;08:59:00;David Torres;dairy
5827;08:59:00;Brian Mack;fruit
5828;08:59:00;Sarah Phelps;fruit
5829;08:59:00;Victoria Wilson;drinks
5830;08:59:00;Amy Woods;dairy
5831;08:59:00;Deborah Dalton;drinks
5832;08:59:00;David Kirby;fruit
5833;08:59:00;Shelby Potts MD;checkout and leave
5834;08:59:00;Kimberly Kelly;drinks
5835;08:59:00;William Cuevas;dairy
5836;08:59:00;Ross Cooper;spices
5837;08:59:00;Bruce Carpenter;drinks
5838;08:59:00;Robert Thornton;fruit
5839;08:59:00;Michael Bond;dairy
5840;08:59:00;Adrian Edwards;spices
5841;08:59:00;Margaret Franco;fruit
5842;08:59:00;Austin Wilkerson;spices
5843;08:59:00;Michael Meyer;entrance
5844;08:59:00;Jasmine Taylor;entrance
5845;08:59:00;Elizabeth Garcia;entrance
5846;09:00:00;Maria Nichols;drinks
5847;09:00:00;Eric Ortiz;checkout and leave
5848;09:00:00;Jonathan Jennings;dairy
5849;09:00:00;Adam King;fruit
5850;09:00:00;Robert Ferguson;dairy
5851;09:00:00;Audrey James;dairy
5852;09:00:00;Jacqueline Clark;dairy
5853;09:00:00;Patricia Hanson;dairy
5854;09:00:00;Andrew Carter;drinks
5855;09:00:00;Angela Stevens;dairy
5856;09:00:00;Joshua Ford;fruit
5857;09:00:00;Maria Cook;dairy
5858;09:00:00;Laura Rosario;checkout and leave
5859;09:00:00;Christopher Stokes;checkout and leave
5860;09:00:00;Billy Turner;drinks
5861;09:00:00;Heather Ortega;dairy
5862;09:00:00;Jeffrey Smith;fruit
5863;09:00:00;Kyle Carson;checkout and leave
5864;09:00:00;Cynthia Cox;fruit
5865;09:00:00;Tara Bradshaw;fruit
5866;09:00:00;Angela Castro;spices
5867;09:00:00;Gregory Armstrong;spices
5868;09:00:00;Emma Jackson;dairy
5869;09:00:00;Rebecca Morgan;dairy
5870;09:00:00;Zachary Wilson;drinks
5871;09:00:00;Nicole Rocha;spices
5872;09:00:00;Keith Garner;drinks
5873;09:00:00;Mr. Daniel Cruz Jr.;dairy
5874;09:00:00;Shannon Keller MD;dairy
5875;09:00:00;Jamie Robinson;checkout and leave
5876;09:00:00;Sarah Mason;drinks
5877;09:00:00;John Smith;drinks
5878;09:00:00;Amanda Lloyd;drinks
5879;09:00:00;Jimmy Turner;drinks
5880;09:00:00;Julie Ramirez;checkout and leave
5881;09:00:00;Olivia Blevins;fruit
5882;09:00:00;Michael Thompson;fruit
5883;09:00:00;David Torres;dairy
5884;09:00:00;Brian Mack;drinks
5885;09:00:00;Sarah Phelps;dairy
5886;09:00:00;Victoria Wilson;drinks
5887;09:00:00;Amy Woods;drinks
5888;09:00:00;Deborah Dalton;fruit
5889;09:00:00;David Kirby;dairy
5890;09:00:00;Kimberly Kelly;dairy
5891;09:00:00;William Cuevas;spices
5892;09:00:00;Ross Cooper;dairy
5893;09:00:00;Bruce Carpenter;checkout and leave
5894;09:00:00;Robert Thornton;fruit
5895;09:00:00;Michael Bond;drinks
5896;09:00:00;Adrian Edwards;dairy
5897;09:00:00;Margaret Franco;drinks
5898;09:00:00;Austin Wilkerson;spices
5899;09:00:00;Michael Meyer;dairy
5900;09:00:00;Jasmine Taylor;fruit
5901;09:00:00;Elizabeth Garcia;spices
5902;09:00:00;Caleb Collins;entrance
5903;09:00:00;Nicholas Marks;entrance
5904;09:00:00;Christopher Newman;entrance
5905;09:00:00;Michelle Brown;entrance
5906;09:01:00;Maria Nichols;spices
5907;09:01:00;Jonathan Jennings;spices
5908;09:01:00;Adam King;spices
5909;09:01:00;Robert Ferguson;spices
5910;09:01:00;Audrey James;dairy
5911;09:01:00;Jacqueline Clark;spices
5912;09:01:00;Patricia Hanson;drinks
5913;09:01:00;Andrew Carter;dairy
5914;09:01:00;Angela Stevens;dairy
5915;09:01:00;Joshua Ford;fruit
5916;09:01:00;Maria Cook;checkout and leave
5917;09:01:00;Christopher Stokes;checkout and leave
5918;09:01:00;Billy Turner;checkout and leave
5919;09:01:00;Heather Ortega;dairy
5920;09:01:00;Jeffrey Smith;dairy
5921;09:01:00;Cynthia Cox;dairy
5922;09:01:00;Tara Bradshaw;drinks
5923;09:01:00;Angela Castro;dairy
5924;09:01:00;Gregory Armstrong;checkout and leave
5925;09:01:00;Emma Jackson;drinks
5926;09:01:00;Rebecca Morgan;dairy
5927;09:01:00;Zachary Wilson;fruit
5928;09:01:00;Nicole Rocha;fruit
5929;09:01:00;Keith Garner;dairy
5930;09:01:00;Mr. Daniel Cruz Jr.;dairy
5931;09:01:00;Shannon Keller MD;drinks
5932;09:01:00;Sarah Mason;fruit
5933;09:01:00;John Smith;fruit
5934;09:01:00;Amanda Lloyd;fruit
5935;09:01:00;Jimmy Turner;fruit
5936;09:01:00;Olivia Blevins;dairy
5937;09:01:00;Michael Thompson;fruit
5938;09:01:00;David Torres;checkout and leave
5939;09:01:00;Brian Mack;dairy
5940;09:01:00;Sarah Phelps;dairy
5941;09:01:00;Victoria Wilson;spices
5942;09:01:00;Amy Woods;checkout and leave
5943;09:01:00;Deborah Dalton;dairy
5944;09:01:00;David Kirby;fruit
5945;09:01:00;Kimberly Kelly;dairy
5946;09:01:00;William Cuevas;dairy
5947;09:01:00;Ross Cooper;fruit
5948;09:01:00;Robert Thornton;spices
5949;09:01:00;Michael Bond;drinks
5950;09:01:00;Adrian Edwards;dairy
5951;09:01:00;Margaret Franco;spices
5952;09:01:00;Austin Wilkerson;dairy
5953;09:01:00;Michael Meyer;dairy
5954;09:01:00;Jasmine Taylor;fruit
5955;09:01:00;Elizabeth Garcia;spices
5956;09:01:00;Caleb Collins;dairy
5957;09:01:00;Nicholas Marks;dairy
5958;09:01:00;Christopher Newman;spices
5959;09:01:00;Michelle Brown;drinks
5960;09:01:00;Jason Phillips;entrance
5961;09:02:00;Maria Nichols;spices
5962;09:02:00;Jonathan Jennings;dairy
5963;09:02:00;Adam King;dairy
5964;09:02:00;Robert Ferguson;drinks
5965;09:02:00;Audrey James;dairy
5966;09:02:00;Jacqueline Clark;dairy
5967;09:02:00;Patricia Hanson;spices
5968;09:02:00;Andrew Carter;fruit
5969;09:02:00;Angela Stevens;spices
5970;09:02:00;Joshua Ford;fruit
5971;09:02:00;Christopher Stokes;checkout and leave
5972;09:02:00;Heather Ortega;fruit
5973;09:02:00;Jeffrey Smith;fruit
5974;09:02:00;Cynthia Cox;checkout and leave
5975;09:02:00;Tara Bradshaw;dairy
5976;09:02:00;Angela Castro;dairy
5977;09:02:00;Emma Jackson;drinks
5978;09:02:00;Rebecca Morgan;checkout and leave
5979;09:02:00;Zachary Wilson;checkout and leave
5980;09:02:00;Nicole Rocha;dairy
5981;09:02:00;Keith Garner;drinks
5982;09:02:00;Mr. Daniel Cruz Jr.;drinks
5983;09:02:00;Shannon Keller MD;spices
5984;09:02:00;Sarah Mason;fruit
5985;09:02:00;John Smith;checkout and leave
5986;09:02:00;Amanda Lloyd;dairy
5987;09:02:00;Jimmy Turner;fruit
5988;09:02:00;Olivia Blevins;fruit
5989;09:02:00;Michael Thompson;dairy
5990;09:02:00;Brian Mack;fruit
5991;09:02:00;Sarah Phelps;fruit
5992;09:02:00;Victoria Wilson;drinks
5993;09:02:00;Deborah Dalton;drinks
5994;09:02:00;David Kirby;fruit
5995;09:02:00;Kimberly Kelly;dairy
5996;09:02:00;William Cuevas;dairy
5997;09:02:00;Ross Cooper;dairy
5998;09:02:00;Robert Thornton;dairy
5999;09:02:00;Michael Bond;fruit
6000;09:02:00;Adrian Edwards;dairy
6001;09:02:00;Margaret Franco;dairy
6002;09:02:00;Austin Wilkerson;fruit
6003;09:02:00;Michael Meyer;dairy
6004;09:02:00;Jasmine Taylor;drinks
6005;09:02:00;Elizabeth Garcia;dairy
6006;09:02:00;Caleb Collins;spices
6007;09:02:00;Nicholas Marks;checkout and leave
6008;09:02:00;Christopher Newman;dairy
6009;09:02:00;Michelle Brown;drinks
6010;09:02:00;Jason Phillips;spices
6011;09:02:00;Edward Anderson;entrance
6012;09:02:00;Megan Jones;entrance
6013;09:02:00;Crystal Hart;entrance
6014;09:02:00;Thomas Jones;entrance
6015;09:03:00;Maria Nichols;dairy
6016;09:03:00;Jonathan Jennings;dairy
6017;09:03:00;Adam King;dairy
6018;09:03:00;Robert Ferguson;spices
6019;09:03:00;Audrey James;dairy
6020;09:03:00;Jacqueline Clark;dairy
6021;09:03:00;Patricia Hanson;drinks
6022;09:03:00;Andrew Carter;dairy
6023;09:03:00;Angela Stevens;checkout and leave
6024;09:03:00;Joshua Ford;drinks
6025;09:03:00;Heather Ortega;dairy
6026;09:03:00;Jeffrey Smith;fruit
6027;09:03:00;Tara Bradshaw;dairy
6028;09:03:00;Angela Castro;dairy
6029;09:03:00;Emma Jackson;checkout and leave
6030;09:03:00;Zachary Wilson;checkout and leave
6031;09:03:00;Nicole Rocha;dairy
6032;09:03:00;Keith Garner;spices
6033;09:03:00;Mr. Daniel Cruz Jr.;checkout and leave
6034;09:03:00;Shannon Keller MD;checkout and leave
6035;09:03:00;Sarah Mason;fruit
6036;09:03:00;Amanda Lloyd;drinks
6037;09:03:00;Jimmy Turner;checkout and leave
6038;09:03:00;Olivia Blevins;dairy
6039;09:03:00;Michael Thompson;checkout and leave
6040;09:03:00;Brian Mack;spices
6041;09:03:00;Sarah Phelps;spices
6042;09:03:00;Victoria Wilson;checkout and leave
6043;09:03:00;Deborah Dalton;dairy
6044;09:03:00;David Kirby;dairy
6045;09:03:00;Kimberly Kelly;dairy
6046;09:03:00;William Cuevas;checkout and leave
6047;09:03:00;Ross Cooper;fruit
6048;09:03:00;Robert Thornton;dairy
6049;09:03:00;Michael Bond;checkout and leave
6050;09:03:00;Adrian Edwards;drinks
6051;09:03:00;Margaret Franco;fruit
6052;09:03:00;Austin Wilkerson;dairy
6053;09:03:00;Michael Meyer;drinks
6054;09:03:00;Jasmine Taylor;dairy
6055;09:03:00;Elizabeth Garcia;drinks
6056;09:03:00;Caleb Collins;spices
6057;09:03:00;Christopher Newman;checkout and leave
6058;09:03:00;Michelle Brown;fruit
6059;09:03:00;Jason Phillips;fruit
6060;09:03:00;Edward Anderson;fruit
6061;09:03:00;Megan Jones;drinks
6062;09:03:00;Crystal Hart;dairy
6063;09:03:00;Thomas Jones;spices
6064;09:03:00;Dr. Amanda Kirk DVM;entrance
6065;09:03:00;Brent Watson;entrance
6066;09:03:00;Mr. Adam Olsen;entrance
6067;09:03:00;Michael Acevedo;entrance
6068;09:03:00;Peter Thomas;entrance
6069;09:03:00;Matthew Anderson;entrance
6070;09:03:00;Barry Hansen;entrance
6071;09:03:00;William Vargas;entrance
6072;09:04:00;Maria Nichols;drinks
6073;09:04:00;Jonathan Jennings;drinks
6074;09:04:00;Adam King;drinks
6075;09:04:00;Robert Ferguson;dairy
6076;09:04:00;Audrey James;dairy
6077;09:04:00;Jacqueline Clark;dairy
6078;09:04:00;Patricia Hanson;checkout and leave
6079;09:04:00;Andrew Carter;dairy
6080;09:04:00;Joshua Ford;dairy
6081;09:04:00;Heather Ortega;spices
6082;09:04:00;Jeffrey Smith;dairy
6083;09:04:00;Tara Bradshaw;dairy
6084;09:04:00;Angela Castro;spices
6085;09:04:00;Zachary Wilson;checkout and leave
6086;09:04:00;Nicole Rocha;dairy
6087;09:04:00;Keith Garner;drinks
6088;09:04:00;Shannon Keller MD;checkout and leave
6089;09:04:00;Sarah Mason;checkout and leave
6090;09:04:00;Amanda Lloyd;dairy
6091;09:04:00;Olivia Blevins;dairy
6092;09:04:00;Brian Mack;dairy
6093;09:04:00;Sarah Phelps;fruit
6094;09:04:00;Deborah Dalton;drinks
6095;09:04:00;David Kirby;dairy
6096;09:04:00;Kimberly Kelly;dairy
6097;09:04:00;Ross Cooper;fruit
6098;09:04:00;Robert Thornton;fruit
6099;09:04:00;Adrian Edwards;fruit
6100;09:04:00;Margaret Franco;drinks
6101;09:04:00;Austin Wilkerson;drinks
6102;09:04:00;Michael Meyer;fruit
6103;09:04:00;Jasmine Taylor;drinks
6104;09:04:00;Elizabeth Garcia;dairy
6105;09:04:00;Caleb Collins;fruit
6106;09:04:00;Michelle Brown;dairy
6107;09:04:00;Jason Phillips;dairy
6108;09:04:00;Edward Anderson;fruit
6109;09:04:00;Megan Jones;drinks
6110;09:04:00;Crystal Hart;drinks
6111;09:04:00;Thomas Jones;fruit
6112;09:04:00;Dr. Amanda Kirk DVM;fruit
6113;09:04:00;Brent Watson;spices
6114;09:04:00;Mr. Adam Olsen;fruit
6115;09:04:00;Michael Acevedo;spices
6116;09:04:00;Peter Thomas;drinks
6117;09:04:00;Matthew Anderson;dairy
6118;09:04:00;Barry Hansen;drinks
6119;09:04:00;William Vargas;dairy
6120;09:04:00;Melissa Barber;entrance
6121;09:04:00;Robert Williams;entrance
6122;09:04:00;Stephen Aguilar;entrance
6123;09:04:00;Steven Escobar;entrance
6124;09:04:00;Ashley Brown;entrance
6125;09:04:00;Carrie Pope;entrance
6126;09:04:00;Misty Johnson;entrance
6127;09:05:00;Maria Nichols;fruit
6128;09:05:00;Jonathan Jennings;checkout and leave
6129;09:05:00;Adam King;spices
6130;09:05:00;Robert Ferguson;fruit
6131;09:05:00;Audrey James;dairy
6132;09:05:00;Jacqueline Clark;checkout and leave
6133;09:05:00;Andrew Carter;dairy
6134;09:05:00;Joshua Ford;dairy
6135;09:05:00;Heather Ortega;drinks
6136;09:05:00;Jeffrey Smith;drinks
6137;09:05:00;Tara Bradshaw;checkout and leave
6138;09:05:00;Angela Castro;checkout and leave
6139;09:05:00;Nicole Rocha;spices
6140;09:05:00;Keith Garner;checkout and leave
6141;09:05:00;Sarah Mason;checkout and leave
6142;09:05:00;Amanda Lloyd;drinks
6143;09:05:00;Olivia Blevins;dairy
6144;09:05:00;Brian Mack;fruit
6145;09:05:00;Sarah Phelps;dairy
6146;09:05:00;Deborah Dalton;fruit
6147;09:05:00;David Kirby;dairy
6148;09:05:00;Kimberly Kelly;checkout and leave
6149;09:05:00;Ross Cooper;spices
6150;09:05:00;Robert Thornton;dairy
6151;09:05:00;Adrian Edwards;drinks
6152;09:05:00;Margaret Franco;fruit
6153;09:05:00;Austin Wilkerson;dairy
6154;09:05:00;Michael Meyer;drinks
6155;09:05:00;Jasmine Taylor;drinks
6156;09:05:00;Elizabeth Garcia;dairy
6157;09:05:00;Caleb Collins;spices
6158;09:05:00;Michelle Brown;fruit
6159;09:05:00;Jason Phillips;dairy
6160;09:05:00;Edward Anderson;fruit
6161;09:05:00;Megan Jones;fruit
6162;09:05:00;Crystal Hart;dairy
6163;09:05:00;Thomas Jones;fruit
6164;09:05:00;Dr. Amanda Kirk DVM;drinks
6165;09:05:00;Brent Watson;fruit
6166;09:05:00;Mr. Adam Olsen;dairy
6167;09:05:00;Michael Acevedo;dairy
6168;09:05:00;Peter Thomas;checkout and leave
6169;09:05:00;Matthew Anderson;drinks
6170;09:05:00;Barry Hansen;dairy
6171;09:05:00;William Vargas;dairy
6172;09:05:00;Melissa Barber;drinks
6173;09:05:00;Robert Williams;spices
6174;09:05:00;Stephen Aguilar;fruit
6175;09:05:00;Steven Escobar;fruit
6176;09:05:00;Ashley Brown;drinks
6177;09:05:00;Carrie Pope;drinks
6178;09:05:00;Misty Johnson;spices
6179;09:05:00;Dr. Michele Bennett;entrance
6180;09:05:00;Douglas Aguilar;entrance
6181;09:05:00;Michelle Taylor;entrance
6182;09:05:00;Anthony Riddle;entrance
6183;09:05:00;Hunter Allen;entrance
6184;09:05:00;Ashley Miller;entrance
6185;09:05:00;Sharon Gomez;entrance
6186;09:05:00;Margaret Fuller;entrance
6187;09:05:00;Kathy Anderson;entrance
6188;09:05:00;Teresa Sanders;entrance
6189;09:05:00;Sara Sanchez;entrance
6190;09:06:00;Maria Nichols;spices
6191;09:06:00;Adam King;dairy
6192;09:06:00;Robert Ferguson;fruit
6193;09:06:00;Audrey James;fruit
6194;09:06:00;Andrew Carter;drinks
6195;09:06:00;Joshua Ford;dairy
6196;09:06:00;Heather Ortega;fruit
6197;09:06:00;Jeffrey Smith;fruit
6198;09:06:00;Angela Castro;checkout and leave
6199;09:06:00;Nicole Rocha;fruit
6200;09:06:00;Sarah Mason;checkout and leave
6201;09:06:00;Amanda Lloyd;checkout and leave
6202;09:06:00;Olivia Blevins;fruit
6203;09:06:00;Brian Mack;spices
6204;09:06:00;Sarah Phelps;dairy
6205;09:06:00;Deborah Dalton;dairy
6206;09:06:00;David Kirby;drinks
6207;09:06:00;Ross Cooper;fruit
6208;09:06:00;Robert Thornton;checkout and leave
6209;09:06:00;Adrian Edwards;spices
6210;09:06:00;Margaret Franco;checkout and leave
6211;09:06:00;Austin Wilkerson;drinks
6212;09:06:00;Michael Meyer;dairy
6213;09:06:00;Jasmine Taylor;spices
6214;09:06:00;Elizabeth Garcia;spices
6215;09:06:00;Caleb Collins;dairy
6216;09:06:00;Michelle Brown;drinks
6217;09:06:00;Jason Phillips;fruit
6218;09:06:00;Edward Anderson;drinks
6219;09:06:00;Megan Jones;dairy
6220;09:06:00;Crystal Hart;drinks
6221;09:06:00;Thomas Jones;dairy
6222;09:06:00;Dr. Amanda Kirk DVM;drinks
6223;09:06:00;Brent Watson;drinks
6224;09:06:00;Mr. Adam Olsen;dairy
6225;09:06:00;Michael Acevedo;drinks
6226;09:06:00;Matthew Anderson;spices
6227;09:06:00;Barry Hansen;drinks
6228;09:06:00;William Vargas;drinks
6229;09:06:00;Melissa Barber;checkout and leave
6230;09:06:00;Robert Williams;fruit
6231;09:06:00;Stephen Aguilar;dairy
6232;09:06:00;Steven Escobar;checkout and leave
6233;09:06:00;Ashley Brown;fruit
6234;09:06:00;Carrie Pope;dairy
6235;09:06:00;Misty Johnson;drinks
6236;09:06:00;Dr. Michele Bennett;fruit
6237;09:06:00;Douglas Aguilar;spices
6238;09:06:00;Michelle Taylor;drinks
6239;09:06:00;Anthony Riddle;spices
6240;09:06:00;Hunter Allen;spices
6241;09:06:00;Ashley Miller;fruit
6242;09:06:00;Sharon Gomez;drinks
6243;09:06:00;Margaret Fuller;drinks
6244;09:06:00;Kathy Anderson;drinks
6245;09:06:00;Teresa Sanders;drinks
